country,region,iso3,avg_score,avg_gdp,avg_social_support,avg_health,avg_freedom,avg_generosity,avg_corruption,total_rank_change,total_score_change
Latvia,Central and Eastern Europe,LVA,5.329,1.1654999999999998,1.022935,0.681945,0.288335,0.178355,0.07611,-21,0.46199999999999974
Romania,Central and Eastern Europe,ROU,5.325999999999999,1.1065749999999999,0.806955,0.72246,0.3589,0.133185,0.00664,-15,0.4040000000000008
Dominican Republic,Americas,DOM,5.31900000635783,1.0254579455057766,1.4148055686950698,0.6559579151471456,0.5425299445788067,0.13998928324381502,0.10698175106445934,-12,0.27000000000000046
Greece,Europe,GRC,5.290666745503743,1.20816249370575,1.1991381909052534,0.8960663010279337,0.09791041698058447,0,0.04042992563049,-17,0.25399999999999956
North Macedonia,Europe,MKD,5.274,0.983,1.294,0.8380000000000001,0.345,0.185,0.034,0,0
Lebanon,Asia,LBN,5.259999968210856,1.0089958435694368,1.17754141585032,0.778360358874003,0.3358386616706847,0.2148169195652007,0.06683794325590134,-2,0.06799999999999962
Azerbaijan,Central and Eastern Europe,AZE,5.2515,1.07381,0.849175,0.5927450000000001,0.361785,0.067195,0.16989500000000002,1,0.07900000000000063
Jordan,Middle East and Northern Africa,JOR,5.2475,0.949355,0.9580399999999999,0.651755,0.38342,0.126575,0.13795000000000002,-2,0.11100000000000065
China,Asia,CHN,5.23666658782959,1.0330552635192864,1.1426124706268301,0.811138500213623,0.5302625693480174,0.038602280333638196,0.07526475820442041,10,-0.05400000000000027
Tajikistan,Asia,TJK,5.23566662979126,0.497237878481547,1.1784877583185833,0.615078374862671,0.38418890229860936,0.22199921452999102,0.10812571541468301,-26,0.4709999999999992
Kyrgyzstan,Central and Eastern Europe,KGZ,5.2355,0.51736,1.052745,0.602685,0.41844500000000007,0.34231,0.04497,8,-0.10100000000000087
Bosnia and Herzegovina,Europe,BIH,5.232333386739096,0.947469805876414,1.1197786458333334,0.769395435810089,0.2321343923012417,0.26928916501998906,0.002,-9,0.22300000000000075
Morocco,Africa,MAR,5.232333377838134,0.819371527036031,0.7846214783986409,0.6829035563468933,0.4287194440364837,0.031403318385283166,0.07925439427296321,-1,0.057000000000000384
Bhutan,Southern Asia,BTN,5.2245,0.8115600000000001,1.006155,0.53583,0.49639999999999995,0.48272000000000004,0.15802500000000003,5,-0.057000000000000384
Azerbaijan,Asia,AZE,5.214333401997884,1.0735339218775433,1.1534667517344166,0.6375919253031413,0.39305194608370464,0.037089780092239365,0.17966250236829134,9,-0.08300000000000018
Vietnam,Southeastern Asia,VNM,5.2105,0.6862649999999999,0.851715,0.7041649999999999,0.57699,0.209675,0.109985,21,-0.2989999999999995
China,Eastern Asia,CHN,5.1925,0.9589599999999999,0.8702799999999999,0.776095,0.478545,0.06572,0.027630000000000002,-1,0.10500000000000043
Indonesia,Asia,IDN,5.18233336130778,0.9418461974461874,1.2308148997624697,0.5581152401765186,0.490774487733841,0.531234862645467,0.02043904516349237,13,-0.12199999999999989
Macedonia,Europe,MKD,5.180000095367431,1.01178896856308,1.2234465069770797,0.667974092245102,0.35995298933982856,0.21338048183918001,0.056138896778225894,-6,0.06400000000000006
Montenegro,Central and Eastern Europe,MNE,5.176499999999999,1.02638,0.82365,0.6802699999999999,0.166855,0.16665500000000003,0.135085,6,-0.030999999999999694
Philippines,Southeastern Asia,PHL,5.176,0.758745,0.9569650000000001,0.52575,0.5869949999999999,0.23332500000000006,0.12018000000000001,-8,0.2060000000000004
Nigeria,Africa,NGA,5.164666627248127,0.7229187520345053,1.1662568276723233,0.11663857674598695,0.427650855143865,0.21564906549453736,0.03304052202403547,-18,0.3899999999999997
Pakistan,Southern Asia,PAK,5.162999999999999,0.6417949999999999,0.33773000000000003,0.45886000000000005,0.13362000000000002,0.32428,0.12172000000000001,11,-0.06199999999999939
Serbia,Central and Eastern Europe,SRB,5.1499999999999995,0.9774499999999999,0.911465,0.6970799999999999,0.179125,0.19984000000000002,0.034780000000000005,-1,0.05400000000000027
Jordan,Asia,JOR,5.13433332188924,0.8833374648094177,1.2430296309789033,0.688196686108907,0.42314038308461505,0.13739015340805066,0.12793442406257,21,-0.39699999999999935
Kyrgyzstan,Asia,KGZ,5.132000062306724,0.5590733586947124,1.41607953039805,0.623485932191213,0.5009811295668284,0.33652679117520673,0.0324797263344129,1,0.07600000000000051
Mongolia,Asia,MNG,5.1216666412353495,0.96307862186432,1.5136704120636,0.5999278281529743,0.368714656273524,0.275488076766332,0.034300763060649234,-18,0.3780000000000001
Vietnam,Asia,VNM,5.117333293914793,0.7481825251579283,1.3294971103668198,0.7350563297271729,0.5773518637021383,0.18632268377145136,0.07987774574756625,-2,0.11399999999999988
Portugal,Western Europe,PRT,5.112499999999999,1.21799,1.0415100000000002,0.8344100000000001,0.4809800000000001,0.12705,0.012995,6,0.020999999999999908
Morocco,Middle East and Northern Africa,MAR,5.082,0.787685,0.51345,0.602125,0.336685,0.05612500000000001,0.08475,-2,0.1379999999999999
Nigeria,Sub-Saharan Africa,NGA,5.0715,0.703255,0.7746500000000001,0.105575,0.31094,0.25226000000000004,0.0354,25,-0.3929999999999998
Macedonia,Central and Eastern Europe,MKD,5.064,0.9689049999999999,0.8923399999999999,0.6914149999999999,0.30562500000000004,0.22933,0.06187000000000001,2,0.11399999999999988
Bhutan,Asia,BTN,5.05833338546753,0.8314721295038859,1.33204217147827,0.5422930974960327,0.49984589354197195,0.40268484838803603,0.170460129936536,11,-0.11399999999999988
Somaliland Region,Sub-Saharan Africa,SML,5.0569999999999995,0.25558000000000003,0.7586200000000001,0.33108,0.39130000000000004,0.5147900000000001,0.36794,0,0
Somaliland region,Sub-Saharan Africa,SML,5.0569999999999995,0.18847,0.95152,0.43873,0.46582000000000007,0.50318,0.39928,0,0
Bosnia and Herzegovina,Central and Eastern Europe,BIH,5.056,0.88303,0.781415,0.7492349999999999,0.09378,0.27348500000000003,0.0011350000000000002,-9,0.21399999999999864
Dominican Republic,Latin America and Caribbean,DOM,5.02,0.9616199999999999,1.08349,0.6224700000000001,0.549655,0.21485000000000004,0.13303000000000004,-9,0.2699999999999996
Lebanon,Middle East and Northern Africa,LBN,4.984,1.07416,0.720925,0.80059,0.30072,0.22773500000000002,0.038215,-10,0.28999999999999915
Hungary,Central and Eastern Europe,HUN,4.9725,1.18118,1.0668950000000001,0.717565,0.25941000000000003,0.11349999999999999,0.03615,-13,0.34499999999999975
Mozambique,Sub-Saharan Africa,MOZ,4.971000000000001,0.08308,1.02626,0.09130999999999999,0.34037,0.22269,0.15603000000000003,0,0
Zambia,Sub-Saharan Africa,ZMB,4.962,0.5412,0.7768600000000001,0.26748500000000003,0.45744500000000005,0.18728500000000003,0.11973500000000001,21,-0.33399999999999963
Greece,Western Europe,GRC,4.945,1.20146,0.8420300000000001,0.84121,0.06760500000000001,0,0.027620000000000002,-3,0.17600000000000104
Somalia,Africa,SOM,4.9336666742960595,0.007547728096445398,0.7103837839762369,0.16566304570436466,0.6117089853286742,0.2575437703927357,0.27813677453994773,36,-0.7720000000000011
Venezuela,Americas,VEN,4.921,1.02814373366038,1.4424458649953198,0.6930480756759644,0.14699904108047504,0.06167320996522903,0.05449704098701478,64,-1.3769999999999998
Nepal,Asia,NPL,4.918333297729493,0.45027339728673305,1.2110944204330434,0.5733769268989563,0.4684353160858154,0.3270320552984874,0.07999184870719911,-7,0.1200000000000001
Cameroon,Africa,CMR,4.904666723887127,0.5494351216952007,0.9156727396647137,0.21529737230141965,0.421796249548594,0.202099485596021,0.04376887713869414,-18,0.5309999999999997
Lesotho,Sub-Saharan Africa,LSO,4.898,0.37545,1.04103,0.07612000000000002,0.31767,0.16388,0.12504,0,0
Tunisia,Middle East and Northern Africa,TUN,4.892,0.9291849999999999,0.51797,0.6668499999999999,0.24910500000000002,0.05183499999999999,0.07264000000000001,-9,0.30599999999999916
Tajikistan,Central and Eastern Europe,TJK,4.891,0.4394100000000001,0.805825,0.5524900000000001,0.4531200000000001,0.24486000000000002,0.142905,-6,0.20999999999999996
Mongolia,Eastern Asia,MNG,4.890499999999999,0.9083600000000001,1.195215,0.5786850000000001,0.39799,0.33884499999999995,0.029755000000000004,1,0.03300000000000036
Bulgaria,Europe,BGR,4.88600007502238,1.1024863627751667,1.4874598194758097,0.745072560151418,0.31974390586217233,0.08605923146009434,0.008017176983257133,-32,0.7940000000000005
Laos,Southeastern Asia,LAO,4.876,0.63554,0.643865,0.4660000000000001,0.5587949999999999,0.42635500000000004,0.23336,3,0
Swaziland,Sub-Saharan Africa,SWZ,4.866999999999999,0.7120599999999999,1.07284,0.07566000000000002,0.30658,0.18259,0.0306,0,0
Honduras,Latin America and Caribbean,HND,4.8295,0.644805,0.8547199999999999,0.639465,0.334515,0.217335,0.068655,-1,0.08300000000000018
Albania,Central and Eastern Europe,ALB,4.807,0.9169850000000002,0.652985,0.77166,0.337995,0.15556000000000003,0.05857000000000001,14,-0.30400000000000116
South Africa,Africa,ZAF,4.758333332061766,0.98489956855774,1.38192954413096,0.328693356792132,0.4614155785242717,0.124120793302854,0.06116983246803283,-10,0.262999999999999
Iran,Middle East and Northern Africa,IRN,4.749499999999999,1.06319,0.46652000000000005,0.670185,0.26288500000000004,0.38312,0.05716500000000001,-5,0.12699999999999978
Palestinian Territories,Asia,PSE,4.738000031789143,0.6717497425079347,1.2065490528742466,0.6132223245302837,0.24857035390536,0.10105772463480635,0.07709420069058737,2,-0.05799999999999983
Palestinian Territories,Middle East and Northern Africa,PSE,4.7345,0.634455,0.820935,0.614295,0.21121500000000004,0.112025,0.11759,0,0.0389999999999997
Laos,Asia,LAO,4.7095,0.742,1.032,0.496,0.5865,0.248,0.169,3,-0.08000000000000007
Gabon,Africa,GAB,4.67400005086263,1.0970700798034667,1.1675400724411,0.4438595294952394,0.321109525680542,0.039595126112302134,0.0610155957341194,-30,0.6780000000000008
Bangladesh,Southern Asia,BGD,4.6685,0.46965,0.33927500000000005,0.5657650000000001,0.40299,0.20177,0.12575999999999998,1,-0.05099999999999927
Nepal,Southern Asia,NPL,4.653499999999999,0.403115,0.78074,0.5347350000000001,0.37647,0.35228000000000004,0.06457500000000001,-14,0.2790000000000008
Albania,Europe,ALB,4.6496666844685866,0.9530642511049907,0.8228950826327007,0.7983865822156271,0.39449954493840533,0.17610431476434069,0.0329547386666139,-2,0.06400000000000095
Iran,Asia,IRN,4.648999970753986,1.1052910356521601,0.7748504163424172,0.7051110628445942,0.33777420270442965,0.3130809710820517,0.100920357833306,12,-0.2649999999999997
Iraq,Middle East and Northern Africa,IRQ,4.6259999999999994,1.030115,0.70547,0.556565,0.12428000000000002,0.18755500000000003,0.13712000000000002,0,-0.10199999999999942
Tunisia,Africa,TUN,4.619333276112873,0.9427552687327067,0.9247838198343914,0.7060706830024719,0.2425602298577627,0.04956445239981017,0.0682410496075948,26,-0.5839999999999996
Senegal,Africa,SEN,4.615666615804036,0.4527696741422017,1.1435639702479035,0.47112095085779837,0.35864075557390834,0.15815629772345235,0.08982014932235068,-17,0.46199999999999974
Ivory Coast,Africa,CIV,4.598333276112873,0.5710163068771363,0.8615933434168498,0.12021405656139057,0.4222353975772857,0.1670791566371917,0.10768725848197934,-40,1.0280000000000005
Ghana,Africa,GHA,4.590999961853027,0.6234082748095193,0.879221578915914,0.3728792422612507,0.4343420978387197,0.23797464791933703,0.031445456624031067,-26,0.7199999999999998
Namibia,Sub-Saharan Africa,NAM,4.574,0.9328700000000001,0.70362,0.34745,0.48614,0.07795,0.10398,0,0
Sierra Leone,Sub-Saharan Africa,SLE,4.571,0.347545,0.791855,0,0.357625,0.22692500000000002,0.08491000000000001,-12,0.1280000000000001
Congo (Brazzaville),Africa,COG,4.5539999631245935,0.7213214174906413,0.8140147876739503,0.38031914464632666,0.4403419569333394,0.105617375890414,0.08320604453484216,-24,0.5759999999999987
Sierra Leone,Africa,SLE,4.551333370208741,0.29747364290555334,0.8793786816596983,0.08252158463249605,0.327565896987915,0.26101363380750037,0.056365058680375446,18,-0.2610000000000001
Namibia,Africa,NAM,4.551333293914794,0.9058114418983461,1.2308236023585,0.3935372704664867,0.480101182460785,0.06604458165168765,0.0710489907860756,0,0.06500000000000039
South Africa,Sub-Saharan Africa,ZAF,4.5504999999999995,0.972325,1.072605,0.23149500000000003,0.37845,0.128145,0.08649499999999999,3,-0.18299999999999894
Bangladesh,Asia,BGD,4.521333267211913,0.5602276584307353,0.8377105801900226,0.6117470111846924,0.528452219804128,0.16375178404649102,0.13690595312913267,15,-0.1869999999999994
Gambia,Africa,GMB,4.516,0.308,0.9390000000000001,0.42800000000000005,0.382,0.269,0.167,0,0
Ethiopia,Sub-Saharan Africa,ETH,4.51,0.24178000000000002,0.49168999999999996,0.393165,0.40076500000000004,0.269235,0.16109,-7,-0.0039999999999995595
Ukraine,Central and Eastern Europe,UKR,4.5024999999999995,0.8359700000000001,1.108455,0.6300899999999999,0.18990999999999997,0.17819000000000002,0.02395,12,-0.3570000000000011
Kenya,Africa,KEN,4.490666657765707,0.521826487382253,1.03298357518514,0.448329449892044,0.4625879220167797,0.3896201031208037,0.05754710640509923,-1,0.15300000000000047
India,Southern Asia,IND,4.4845,0.6926749999999999,0.337105,0.48310000000000003,0.400355,0.257515,0.08607000000000001,1,-0.1609999999999996
Mozambique,Africa,MOZ,4.4776667302449535,0.21210188333193467,0.9195670049985251,0.22321814513206467,0.5019303639729817,0.241742701292038,0.15847879521052036,29,-0.5050000000000008
Iraq,Asia,IRQ,4.4633334058125795,1.05190349515279,0.9765377326011656,0.537060156663259,0.27785184423128767,0.16521242133776334,0.097071918229262,14,-0.1379999999999999
Ghana,Sub-Saharan Africa,GHA,4.4545,0.588325,0.5865349999999999,0.34906500000000007,0.41657500000000003,0.22145,0.038075000000000005,10,-0.3569999999999993
Egypt,Africa,EGY,4.4400000445048,0.9292339358329774,1.0204904640515646,0.5723957529067993,0.278370051542918,0.09887714759508769,0.096127121826013,17,-0.19599999999999973
Cambodia,Asia,KHM,4.43366674041748,0.5749216987291974,1.0720794471104933,0.507927801291148,0.6461252744992574,0.2913076561292014,0.06503531698385874,-31,0.7930000000000001
Sri Lanka,Asia,LKA,4.425666685740153,0.9589500481287634,1.2796587956746432,0.709376944065094,0.5387377516428631,0.3472878538767497,0.0568846553961436,13,-0.04900000000000038
Armenia,Asia,ARM,4.418666642506916,0.8555322459538777,1.01749457359314,0.706174808661143,0.24710108911991135,0.08516269727547963,0.03955814050137997,-5,0.19900000000000073
Myanmar,Asia,MMR,4.404333358764649,0.586370183467865,1.1594119803110767,0.4605075229008994,0.5398306783040363,0.6673583869934083,0.17960540155569701,12,-0.03500000000000014
Zimbabwe,Sub-Saharan Africa,ZWE,4.4014999999999995,0.310705,0.8737699999999999,0.24712499999999998,0.25644999999999996,0.18745,0.08330500000000002,16,-0.4169999999999998
Congo (Kinshasa),Sub-Saharan Africa,COD,4.3945,0.028305000000000004,0.90398,0.14303,0.191035,0.25146,0.0685,5,-0.24499999999999922
Kenya,Sub-Saharan Africa,KEN,4.3875,0.44369000000000003,0.8805799999999999,0.35791000000000006,0.413955,0.39435000000000003,0.062625,-3,-0.06300000000000061
Cameroon,Sub-Saharan Africa,CMR,4.3825,0.473735,0.756545,0.1805,0.460225,0.21649000000000002,0.05956,-19,0.2610000000000001
Georgia,Asia,GEO,4.381666591644287,0.8965375547409057,0.60953831132253,0.6815156602859496,0.3434700118700663,0.04500293847918511,0.2102222117582957,-7,0.26700000000000035
Mauritania,Africa,MRT,4.379333272298177,0.591819096247355,1.2280102767944334,0.3554497598807017,0.09703268100817998,0.14729000806808465,0.10598566822210935,-8,0.2889999999999997
Djibouti,Sub-Saharan Africa,DJI,4.369,0.44025,0.59207,0.36291,0.46074,0.18093,0.28105,0,0
Ethiopia,Africa,ETH,4.36533334604899,0.3277446151574453,0.9492230679194134,0.42546990251541134,0.4016142474810283,0.24721691338221233,0.13715190462271368,19,-0.22199999999999953
Armenia,Central and Eastern Europe,ARM,4.3549999999999995,0.814535,0.70094,0.685365,0.16942000000000002,0.07824,0.03758,-6,0.009999999999999787
Myanmar,Southeastern Asia,MMR,4.350999999999999,0.30610000000000004,0.7044299999999999,0.4406300000000001,0.43354500000000007,0.807795,0.19638500000000003,-10,0.08800000000000008
Burkina Faso,Africa,BFA,4.347666688283283,0.33174257119496664,1.0654266684850067,0.28328141955534636,0.297122617006302,0.20095489486058568,0.12044270199537267,-30,0.8479999999999999
Sudan,Sub-Saharan Africa,SDN,4.3445,0.5758800000000001,0.91666,0.333185,0.050405,0.185695,0.12349500000000001,15,-0.4109999999999996
Sri Lanka,Southern Asia,LKA,4.343,0.90421,0.93344,0.6640649999999999,0.522715,0.43903000000000003,0.08571500000000001,-15,0.14399999999999924
Mali,Africa,MLI,4.342333352406819,0.41039349794387836,1.2064911327362065,0.20978855808575933,0.3335379144350687,0.158451399644216,0.07099008218447367,-7,0.3169999999999993
Zambia,Africa,ZMB,4.332666646321613,0.5921355930964153,1.0360624329249066,0.3262786316076914,0.46520116416613266,0.2391933816274007,0.08240451671679815,32,-0.6880000000000006
Mauritania,Sub-Saharan Africa,MRT,4.3185,0.53399,0.8552500000000001,0.322565,0.18456,0.22293000000000002,0.17708000000000002,6,-0.23500000000000032
Congo (Kinshasa),Africa,COD,4.31433340326945,0.08503411626815796,1.1633411521911632,0.2508023416201273,0.2723204492727917,0.21848527777194968,0.055080452164014165,2,0.1459999999999999
Egypt,Middle East and Northern Africa,EGY,4.277999999999999,0.917875,0.622565,0.56914,0.180675,0.11998500000000001,0.083585,-15,0.16800000000000015
Georgia,Central and Eastern Europe,GEO,4.2745,0.7899100000000001,0.289055,0.6848049999999999,0.36519,0.061665,0.351055,-4,-0.04499999999999993
Niger,Africa,NER,4.273999959309895,0.14364177691936503,0.87800833495457975,0.2851683356761933,0.35721956547101336,0.19722461517651865,0.11319098206361133,-28,0.7719999999999998
Haiti,Latin America and Caribbean,HTI,4.273,0.30384999999999995,0.519315,0.331705,0.182485,0.47072500000000006,0.15825500000000003,17,-0.4900000000000002
Benin,Africa,BEN,4.227000021616616,0.4006951359113057,0.41476661451657604,0.282310070435206,0.4049875919818877,0.18198282039165503,0.06997633842627207,-51,1.399
Malawi,Sub-Saharan Africa,MWI,4.224,0.05156500000000001,0.27917000000000003,0.25963,0.42242,0.32048,0.072705,1,-0.13600000000000012
Bulgaria,Central and Eastern Europe,BGR,4.217499999999999,1.0626099999999998,1.0157800000000001,0.722275,0.25903000000000004,0.12357000000000001,0.007434999999999999,-5,-0.001000000000000334
Swaziland,Africa,SWZ,4.212,0.811,1.149,0,0.313,0.07400000000000001,0.135,34,-0.6549999999999994
Chad,Africa,TCD,4.19566670290629,0.38200432912508636,0.8756186240514121,0.09537823836008708,0.17511400894324,0.19837128349145267,0.06386062742273015,-12,0.5869999999999993
Ukraine,Europe,UKR,4.177000064849854,0.8358839831352234,1.3991791893641168,0.6413013173739117,0.154658258577188,0.21468715437253302,0.014676490272084867,10,0.008000000000000895
India,Asia,IND,4.17333335240682,0.7560737493832906,0.7554575322469076,0.5094758722782137,0.5023290016651154,0.2011794964869817,0.09007562841971717,22,-0.38900000000000023
Botswana,Sub-Saharan Africa,BWA,4.153,1.043905,0.9982500000000001,0.19763999999999998,0.46792,0.11443,0.11621500000000001,9,-0.3580000000000001
Uganda,Africa,UGA,4.143666617075603,0.345143571774165,1.0962759126027433,0.29921086887518566,0.41639531842867533,0.278922018925349,0.059356572945912664,-9,0.4500000000000002
Sudan,Africa,SDN,4.13899996948242,0.63225834608078,1.227004284858705,0.30146041190624256,0.0154979276396334,0.158158725321293,0.08592375999689099,4,0
Congo (Brazzaville),Sub-Saharan Africa,COG,4.112500000000001,0.7248749999999999,0.570445,0.296315,0.39702000000000004,0.12232500000000002,0.10719500000000001,-12,0.24700000000000077
Liberia,Sub-Saharan Africa,LBR,4.096500000000001,0.08913000000000001,0.6466049999999999,0.28683,0.27139500000000005,0.242125,0.05542,34,-0.9490000000000007
Senegal,Sub-Saharan Africa,SEN,4.0615000000000006,0.40406,0.875175,0.41998500000000005,0.33914,0.19973000000000002,0.11197000000000001,-14,0.3150000000000004
Mali,Sub-Saharan Africa,MLI,4.034,0.28683000000000003,0.949295,0.18465,0.332005,0.19931000000000001,0.12999500000000003,-3,0.07800000000000074
Gabon,Sub-Saharan Africa,GAB,4.0085,1.109375,0.81448,0.39156,0.30006,0.06533,0.102025,-9,0.2250000000000001
Guinea,Africa,GIN,4.00166665649414,0.3228499766985577,0.8040815618832907,0.260043046394984,0.358195837656657,0.21893836402893066,0.096979205906391,-33,0.9269999999999996
Comoros,Africa,COM,3.973,0.274,0.757,0.505,0.14200000000000002,0.275,0.07800000000000001,4,0.017000000000000348
Comoros,Sub-Saharan Africa,COM,3.9559999999999995,0.257075,0.6979799999999999,0.33148,0.191645,0.17855500000000002,0.191685,-2,0
Angola,Sub-Saharan Africa,AGO,3.9495,0.8025450000000001,0.76203,0.10837000000000001,0.054865000000000004,0.12207500000000002,0.07778000000000002,4,-0.1670000000000007
Yemen,Middle East and Northern Africa,YEM,3.9005,0.56294,0.5779299999999999,0.35556,0.292205,0.09476,0.06873000000000001,11,-0.35299999999999976
Cambodia,Southeastern Asia,KHM,3.8629999999999995,0.50821,0.58243,0.5180400000000001,0.6254899999999999,0.40349,0.07669500000000001,-5,0.08800000000000052
Togo,Africa,TGO,3.859666628519693,0.27981490580240903,0.49262751015027373,0.3033685228824617,0.36914204621315005,0.17729871690273302,0.0938883384267489,-16,0.782
Niger,Sub-Saharan Africa,NER,3.8504999999999994,0.10105,0.688975,0.27934500000000007,0.4286650000000001,0.201785,0.16407500000000003,-2,0.010999999999999677
Uganda,Sub-Saharan Africa,UGA,3.835,0.279105,1.0213999999999999,0.26743,0.4469,0.28084000000000003,0.06854500000000001,4,-0.19199999999999973
South Sudan,Sub-Saharan Africa,SSD,3.8319999999999994,0.39394,0.18519,0.15781000000000003,0.19662,0.25899,0.13015,0,0
Lesotho,Africa,LSO,3.806000029246013,0.49400708230336504,1.19136506207784,0.08233333333333334,0.3908870997428894,0.12683242396513636,0.10803154667218534,47,-1.096
Angola,Africa,AGO,3.7950000381469753,0.7942140901088715,1.114705979824065,0.1594343328177929,0,0.0884632450044155,0.06536016765236854,1,-0.07099999999999973
Ivory Coast,Sub-Saharan Africa,CIV,3.7855,0.510205,0.673455,0.098305,0.437645,0.202515,0.16726000000000002,-12,0.2609999999999997
Madagascar,Africa,MDG,3.7836666844685864,0.2806028977235157,0.912340124130249,0.44407443626721704,0.18606558847427368,0.177577510158221,0.05241065849860511,-5,0.238
Zimbabwe,Africa,ZWE,3.743333333333333,0.366282178322474,1.0970319693883266,0.2925879179636637,0.3677947356700897,0.15738116459051768,0.09445846047004063,15,-0.5299999999999994
Tanzania,Sub-Saharan Africa,TZA,3.7235,0.378375,0.889455,0.369575,0.32319,0.329245,0.05423,3,-0.11500000000000021
Chad,Sub-Saharan Africa,TCD,3.7150000000000003,0.382035,0.6962,0.09417,0.18154,0.18526499999999999,0.051105000000000005,-5,0.09600000000000009
Madagascar,Sub-Saharan Africa,MDG,3.6879999999999997,0.24389000000000002,0.56458,0.41915,0.16434000000000001,0.21686500000000003,0.07815000000000001,1,0.01399999999999979
Central African Republic,Sub-Saharan Africa,CAF,3.678,0.07850000000000001,0,0.06699000000000001,0.48879,0.23835,0.08289,0,0
Liberia,Africa,LBR,3.6676666641235363,0.08934726434946068,0.8840393122037254,0.3133060655991237,0.37396039414405835,0.23518329509099337,0.033982749690612164,-9,0.35299999999999976
Burkina Faso,Sub-Saharan Africa,BFA,3.6630000000000003,0.28903500000000004,0.74121,0.24211,0.36431499999999994,0.23050000000000004,0.126825,-7,0.1519999999999997
Malawi,Africa,MWI,3.65566667620341,0.20348067943255102,0.537856277147929,0.372029861132304,0.48030488459269205,0.23839015658696505,0.0805705513358116,18,-0.746
Guinea,Sub-Saharan Africa,GIN,3.6315,0.19916,0.387825,0.21419000000000002,0.34339,0.29285500000000003,0.12029500000000001,1,-0.04899999999999949
Botswana,Africa,BWA,3.6146666774749767,1.06003138478597,1.1801849981943766,0.432251836458842,0.5057321109771731,0.0554494827389717,0.09686106636126837,11,-0.48599999999999977
Haiti,Americas,HTI,3.5939999752044667,0.33553675429026303,0.680816607316335,0.3384403766791027,0.0271232857753833,0.4334012602965037,0.10462404984235764,11,-0.4309999999999996
Afghanistan,Asia,AFG,3.5429999701182036,0.361159072558085,0.5451811087926229,0.26558225961526233,0.06372650682926168,0.22029031085968037,0.040719276686509466,0,-0.15699999999999958
Rwanda,Sub-Saharan Africa,RWA,3.4899999999999998,0.27527,0.69478,0.373645,0.5676049999999999,0.2309,0.5285599999999999,-2,0.04999999999999982
Afghanistan,Southern Asia,AFG,3.4675,0.35104500000000005,0.20661000000000002,0.23839500000000002,0.19922,0.33889,0.08415500000000001,1,-0.21499999999999986
Syria,Asia,SYR,3.46199996439616,0.6950510447820026,0.3853675357500714,0.49317778078714997,0.06084648154179256,0.4002212427457173,0.14544904351234436,-7,0.3929999999999998
Yemen,Asia,YEM,3.44266664505005,0.4402278157869973,1.0571274156570434,0.37202697189648937,0.21215457403659835,0.09837506971756635,0.06592247423529624,4,-0.3440000000000003
Benin,Sub-Saharan Africa,BEN,3.412,0.34082,0.229025,0.26469,0.44098500000000007,0.19219999999999998,0.07345499999999999,-2,0.14400000000000013
Rwanda,Africa,RWA,3.4043333187103264,0.35324863107999166,0.8509023410479227,0.446808269103368,0.590947950998942,0.22325200978914903,0.4367400046189627,0,-0.18100000000000005
Tanzania,Africa,TZA,3.2943333257039398,0.48071195872624706,0.9726632677714033,0.41483642816543564,0.429339259227117,0.3000854539076487,0.10334503559271495,4,-0.43500000000000005
South Sudan,Africa,SSD,3.2326666933695463,0.34674954191843665,0.5947743759155273,0.21182866795857735,0.08968747858206436,0.23722360563278203,0.10459783776601167,13,-0.9789999999999996
Burundi,Africa,BDI,3.1949999904632564,0.07620752288897834,0.567931194782257,0.2255369305610657,0.11496691773335141,0.1764783948659897,0.1133826483488083,-12,0.8700000000000001
Togo,Sub-Saharan Africa,TGO,3.0709999999999997,0.24495499999999998,0.06997500000000001,0.26627,0.35565499999999994,0.17099,0.11159,-3,0.4640000000000004
Syria,Middle East and Northern Africa,SYR,3.0374999999999996,0.705195,0.311775,0.675935,0.11298000000000002,0.47788,0.180695,0,0.06300000000000017
Central African Republic,Africa,CAF,2.9530000260670968,0.016666666666666666,0,0.04459089530011017,0.26694734851519264,0.2446254958311717,0.043188358704249065,7,-0.5949999999999998
Burundi,Sub-Saharan Africa,BDI,2.905,0.041804999999999995,0.325145,0.19071500000000002,0.08085,0.200085,0.09740500000000002,0,0
